names	groups	scores	logfc	pvals	pvals_adj
ENSG00000113615	7	3.133928	2.117436	0.00514233449633585	79.0942468881417
ENSG00000164442	7	3.2231216	2.9434967	0.0054543729915481	83.8937109830013
ENSG00000111885	7	3.1108887	2.856582	0.00666893276737222	102.574854894952
ENSG00000211899	8	2.9987137	0.8535494	0.0101191824955393	155.643145963889
ENSG00000139168	8	2.839124	2.0229669	0.0123498779342266	189.953472506339
ENSG00000150316	8	2.5801592	1.8648549	0.0212920179085021	327.49252745067
ENSG00000185787	8	2.4143655	1.3771491	0.0282162124606292	433.993563856937
ENSG00000135119	8	2.4256434	1.8664091	0.028610123743571	440.052313299866
ENSG00000008128	8	2.3107672	1.4065772	0.034512976455853	530.844090867475
ENSG00000176422	8	2.2390254	1.6777455	0.0399718425180874	614.806909770703
ENSG00000119760	8	2.1222303	1.8709214	0.051175556539834	787.131235139187
ENSG00000179562	8	2.1621566	2.8381605	0.0538121597330955	827.684828854741
ENSG00000114354	8	2.0850606	1.7187643	0.0548891168397097	844.249506111576
ENSG00000133392	8	2.1379094	2.1414835	0.055090547419466	847.347709858807
ENSG00000177683	8	2.044037	1.4343995	0.0603691049513461	928.537203256655
ENSG00000137710	8	2.0435238	2.3477418	0.0613770716383143	944.040738868913
ENSG00000078304	8	2.0095072	1.2098746	0.0636434213776191	978.89946420916
ENSG00000064607	8	1.9938729	2.0665963	0.0679438129776157	1045.04378740871
ENSG00000248333	8	1.9528036	1.5518425	0.0696918926775583	1071.93100127352
ENSG00000155438	8	1.9867904	1.9775133	0.0699644157697397	1076.12267895437
ENSG00000197705	8	1.9708698	2.0395572	0.0710139093915851	1092.26494035197
ENSG00000179832	8	1.9696546	2.5954068	0.0759473815723239	1168.14667596391
ENSG00000179091	8	1.8968892	1.2933517	0.0760614529392368	1169.9012076584
ENSG00000108788	8	1.8881388	1.2543916	0.0772973673363354	1188.91080700017
ENSG00000117335	8	1.8843907	1.2596259	0.0785167598390713	1207.66628308476
ENSG00000168300	8	1.8743231	1.3893578	0.0808992727236763	1244.31171376287
ENSG00000213639	8	1.8615898	1.1730999	0.0835656874651433	1285.32383890137
ENSG00000065615	8	1.8400277	0.8655781	0.0855620224944202	1316.02946798668
ENSG00000132470	8	1.9417144	4.062239	0.0862745827285701	1326.98935694814
ENSG00000158864	8	1.830788	1.3572543	0.0873469859124689	1343.48399031968
ENSG00000145817	8	1.8116604	1.6058049	0.0897079032122677	1379.79725930789
ENSG00000177138	8	1.8241016	2.070954	0.0918056949213703	1412.0633935856
ENSG00000169599	8	1.8200245	2.0091507	0.0918794600337691	1413.1979747794
ENSG00000224837	8	1.8329312	3.0056813	0.09203702214431	1415.62143760163
ENSG00000141458	8	1.8048337	1.2732769	0.0927490302522233	1426.57283430945
ENSG00000196119	8	1.845884	2.321784	0.0945139707696019	1453.71938440725
ENSG00000183291	8	1.7768126	0.83923894	0.0948725513892965	1459.23471291877
ENSG00000218426	8	1.7907181	1.8317856	0.0955268150845742	1469.29794281584
ENSG00000131732	8	1.8244625	2.03696	0.0957483809974903	1472.7058481224
ENSG00000150907	8	1.7837465	1.9763101	0.0971110601763083	1493.6652165718
ENSG00000149428	8	1.7546831	1.5522672	0.0989800910224816	1522.41278001679
ENSG00000039123	8	1.7675958	1.9254423	0.101351254484336	1558.88364522357
ENSG00000108946	8	1.7452408	1.3995073	0.102531515125725	1577.03723414878
ENSG00000147854	8	1.7472903	1.9053594	0.103021529510514	1584.57414540122
ENSG00000185485	8	1.7387111	1.472559	0.103699437175143	1595.00104319087
ENSG00000154930	8	1.7373246	1.7210482	0.104447258662953	1606.50328549488
ENSG00000159915	8	1.7554559	1.9707198	0.104567041395374	1608.34566370225
ENSG00000078053	8	1.7877638	3.6760547	0.10600880300273	1630.52139898499
ENSG00000079150	8	1.7769188	3.106012	0.106205431297956	1633.54573879386
ENSG00000122378	8	1.7696481	1.9686812	0.10625820453659	1634.35744397729
ENSG00000204310	8	1.7381192	2.5766368	0.110611617354309	1701.31728652663
ENSG00000085365	8	1.773838	4.1124735	0.111649406189132	1717.27951659504
ENSG00000162105	8	1.7675138	4.412327	0.11172151533601	1718.38862738317
ENSG00000074266	9	2.0035446	2.2810495	0.0681076940871961	1047.56444275516
ENSG00000023445	9	1.9581853	0.77940375	0.0750972697195882	1155.07110555699
ENSG00000112357	9	2.0077991	7.70151	0.0845359112529299	1300.24685098131
ENSG00000075340	9	1.8230779	2.4088662	0.101979043781058	1568.53967239645
ENSG00000067992	9	1.7897177	2.1395705	0.103926051514635	1598.4865983466
ENSG00000152942	9	1.7639823	2.0824707	0.104133932153858	1601.68401045848
ENSG00000188404	9	1.7977948	0.6276409	0.10554949500289	1623.45678263945
ENSG00000198346	9	1.764919	1.838739	0.106663067654483	1640.58464359361
ENSG00000138744	9	1.704812	1.6787664	0.114166312269317	1755.99204901436
ENSG00000196187	9	1.6937115	1.5129565	0.115591513195065	1777.9130644533
ENSG00000113845	9	1.6101017	1.4412448	0.131624787962759	2024.5208636552
ENSG00000223760	9	1.6772348	3.5442324	0.131753577260387	2026.50177184201
ENSG00000285476	9	1.6221353	3.974409	0.144135285286674	2216.94482299434
ENSG00000084463	9	1.5371069	1.3051361	0.146559464290615	2254.23112025395
ENSG00000138613	9	1.5319052	1.8534529	0.149394481853114	2297.83652538274
ENSG00000198265	9	1.5163522	1.1659248	0.152316848652426	2342.78544912297
ENSG00000204673	9	1.5255107	2.607557	0.158798843641948	2442.48501405681
ENSG00000214369	9	1.5499498	3.0238967	0.15900271504442	2445.62076009823
ENSG00000042980	9	1.4859414	0.82229704	0.159604686998038	2454.87969071682
ENSG00000224674	9	1.5427372	2.9283051	0.159685247513428	2456.11879200404
ENSG00000235390	9	1.5232244	3.1394875	0.165702618037492	2548.67196803466
ENSG00000143437	9	1.4279785	1.460893	0.177002911111542	2722.48177580663
ENSG00000162819	9	1.4206728	1.1562297	0.181718006027445	2795.00465070814
ENSG00000088833	9	1.4097518	1.5710847	0.18377592665551	2826.6575278884
ENSG00000115020	9	1.386192	1.2883635	0.188549069281427	2900.07323461763
ENSG00000120253	9	1.3917978	1.5066864	0.18964466954947	2916.9246623404
ENSG00000128815	9	1.3769827	1.0160285	0.19032725508131	2927.42351040562
ENSG00000244754	9	1.3858552	0.58060783	0.190446740341595	2929.26131319407
ENSG00000226188	9	1.4264773	2.9445486	0.192489427794892	2960.67988891323
ENSG00000196834	9	1.401288	1.9529676	0.194876370745396	2997.39345843493
ENSG00000119866	9	1.387207	0.49021143	0.196545118535602	3023.0604681961
ENSG00000134028	9	1.4183311	4.5941896	0.197627765344631	3039.71265876577
ENSG00000140688	9	1.3665197	1.6889668	0.198013521925361	3045.64598073398
ENSG00000075856	9	1.3608227	1.5395119	0.198152883953414	3047.78950808746
ENSG00000113312	9	1.3521013	1.1793841	0.198352875339784	3050.86557560121
ENSG00000183878	9	1.3613505	2.6242073	0.201040154080467	3092.19860991166
ENSG00000171476	9	1.365183	1.9098831	0.201282121090867	3095.92030449863
ENSG00000166199	9	1.3680469	2.4409425	0.203070021845387	3123.42000600391
ENSG00000103091	9	1.36257	1.5916758	0.205323513522885	3158.0809614955
ENSG00000165525	9	1.3245181	0.87535614	0.206657655760044	3178.60140324524
ENSG00000122085	9	1.3269484	1.3244839	0.209635152781909	3224.39828493853
ENSG00000213782	9	1.3129112	1.1494664	0.210496674974318	3237.64935777998
ENSG00000214189	9	1.3464559	1.9287623	0.211695380191735	3256.08664272908
ENSG00000147421	9	1.3283509	1.6640213	0.211733285180542	3256.66965936191
ENSG00000114904	9	1.3047072	1.7740141	0.214238011746769	3295.19485867705
ENSG00000165915	9	1.3051907	2.0529873	0.217841670524081	3350.62273433088
ENSG00000049541	9	1.3080163	2.0526023	0.218786727712434	3365.15865894495
ENSG00000156738	9	1.3000698	0.38959908	0.226660925181559	3486.27169021756
ENSG00000176495	9	1.3032259	3.0311644	0.230362439267299	3543.20467837033
ENSG00000183979	9	1.2992103	4.945694	0.233029598446287	3584.22825370233
ENSG00000166004	10	6.391472	3.348637	0.0057868083032878	89.0068985128697
ENSG00000151353	10	3.5732114	3.2199452	0.0234394532349073	360.522230206109
ENSG00000083099	10	4.1891775	2.557142	0.0305990524615442	470.644025911012
ENSG00000120049	10	3.8538632	5.2631454	0.0404823461639321	622.65896634744
ENSG00000131778	10	3.4544353	2.5598698	0.0427641386929634	657.75521723647
ENSG00000177697	10	3.0404494	2.7199771	0.0446968919253702	687.482894704119
ENSG00000148120	10	3.0586987	2.515503	0.0474038899418141	729.119231195043
ENSG00000145833	10	3.915552	2.1967342	0.0482079320795697	741.486203315862
ENSG00000198604	10	3.0359962	2.2930129	0.0496472704923071	763.624667442175
ENSG00000171316	10	3.234595	1.8518018	0.0514767694456161	791.764190843022
ENSG00000132294	10	3.04751	2.4266264	0.0518891167962173	798.106505442618
ENSG00000172795	10	2.910952	2.2358048	0.057801731392135	889.048430542428
ENSG00000279765	10	2.6474986	2.120086	0.0601494416344685	925.158561779761
ENSG00000213928	10	2.8119223	1.7144699	0.0620291813824254	954.070838843085
ENSG00000184007	10	2.6807976	1.915301	0.063630800799075	978.705347090572
ENSG00000176253	10	2.5836627	3.1532137	0.0654989499542935	1007.43934924699
ENSG00000233762	10	3.674301	2.7895977	0.0667208711745257	1026.23371953538
ENSG00000138964	10	2.4427428	1.9153349	0.0712416761305589	1095.76822056413
ENSG00000134954	10	2.4099543	1.9691659	0.0739600110037001	1137.57892924791
ENSG00000156171	10	2.9350061	1.7525966	0.0763195796439184	1173.87145450311
ENSG00000155629	10	2.402764	1.69314	0.0766313236909923	1178.66638969115
ENSG00000136206	10	2.365685	2.2374985	0.0773150067266063	1189.18211846193
ENSG00000204209	10	2.4507654	1.977865	0.0860140010793077	1322.98135060083
ENSG00000271425	10	2.242098	1.8572764	0.0907485024840791	1395.80271670762
ENSG00000162241	10	2.1955707	1.5913819	0.0934432812634046	1437.25110911243
ENSG00000113583	10	2.562873	1.817078	0.0985801973106914	1516.26201483574
ENSG00000171862	10	2.192202	1.7924168	0.0989820988018808	1522.44366167173
ENSG00000115286	10	2.237313	1.4876951	0.106030144194888	1630.84964786157
ENSG00000166226	10	2.3235369	1.5070679	0.106979098049623	1645.44550710126
ENSG00000101361	10	2.1399384	1.6383033	0.11264018335895	1732.518660244
ENSG00000093144	10	2.2247202	1.6087536	0.113230709691505	1741.60154576503
ENSG00000131018	10	2.1678164	1.4423784	0.11354401940075	1746.42056240294
ENSG00000135094	10	2.177293	2.2611313	0.119195400029801	1833.34444785837
ENSG00000214199	10	2.0977898	1.7905482	0.123799014091355	1904.15263573913
ENSG00000172428	10	1.9114066	1.7686957	0.128542057982352	1977.10539382656
ENSG00000173681	10	2.1952004	3.1064389	0.12982909893478	1996.90137071585
ENSG00000177479	10	1.9005018	1.6579921	0.131348785633422	2020.27567182766
ENSG00000125458	10	1.8918095	1.5958399	0.13185652826819	2028.08526129303
ENSG00000137210	10	2.163395	1.4570712	0.134239417135182	2064.73647495624
ENSG00000130811	10	2.1049485	1.295818	0.134865619175189	2074.36808853359
ENSG00000052841	10	2.361253	1.4833082	0.135958138282587	2091.17212492447
ENSG00000150938	10	1.9181155	3.9005811	0.136824620492272	2104.49948779164
ENSG00000111716	10	2.0540833	1.289576	0.13980740693638	2150.37772608847
ENSG00000153914	10	2.2212675	1.5325946	0.143008413868508	2199.61241371152
ENSG00000186205	10	1.8747143	2.219574	0.151073409385494	2323.66010975828
ENSG00000187994	10	1.9016173	1.8045853	0.157677793128684	2425.24213611229
ENSG00000205423	10	1.931056	2.9146595	0.16659937948809	2562.4650559063
ENSG00000169398	10	1.8678058	2.9779243	0.16932973222045	2604.46061128275
ENSG00000175463	10	1.8712033	1.0536854	0.177899228123945	2736.2680277744
ENSG00000237223	10	1.8784119	4.528221	0.193231936222306	2972.10041103529
ENSG00000116199	11	7.919133	4.5626407	0.0160057246443488	246.184050754729
ENSG00000085377	11	3.9766653	3.7877462	0.0603365058074586	928.035795824521
ENSG00000285138	11	3.6361666	4.6488566	0.069955350022447	1075.98323869526
ENSG00000085998	11	4.5926113	3.5971844	0.0936054420820418	1439.74530466388
ENSG00000171311	11	3.4117315	2.817364	0.0940345120365252	1446.34482963379
ENSG00000247626	11	6.263756	4.3255887	0.0975262190844753	1500.05077573831
ENSG00000151116	11	5.0782347	3.038274	0.0987614044051691	1519.04916115591
ENSG00000104870	11	3.425914	3.445101	0.106002792540938	1630.42895207217
ENSG00000109534	11	4.519524	3.6068747	0.11266372558972	1732.88076329549
ENSG00000213753	11	3.0769145	2.8909707	0.113709273487366	1748.96233550918
ENSG00000158805	11	4.672263	3.3569357	0.115302568963875	1773.46881323337
ENSG00000123130	11	3.1269517	2.4666286	0.116401897803671	1790.37759011826
ENSG00000153827	11	2.6247642	2.8385916	0.11970197101193	1841.13601613449
ENSG00000123395	11	3.2709417	3.147202	0.120107791972378	1847.37794832715
ENSG00000132819	11	2.753991	2.8447437	0.122929918622925	1890.78507833921
ENSG00000172943	11	3.144931	3.0669816	0.124067027475082	1908.27494959423
ENSG00000243279	11	2.6962383	2.9667616	0.124988452715965	1922.44739122426
ENSG00000176160	11	3.3486822	5.4645267	0.125293711882455	1927.14258246404
ENSG00000081760	11	3.2982757	2.1899307	0.128543317711243	1977.12476971664
ENSG00000166323	11	2.651315	3.0575378	0.129536572710458	1992.40202485955
ENSG00000167522	11	3.0836513	2.6124861	0.143195084547081	2202.48359541865
ENSG00000005981	11	4.1858554	3.1152868	0.144649855892487	2224.85943348234
ENSG00000147854	11	2.8468587	2.6643713	0.153189312300625	2356.20481249591
ENSG00000184436	11	2.7626832	2.4459443	0.157633609372176	2424.56254575344
ENSG00000104064	11	2.964819	2.476623	0.167680199770517	2579.08915267032
ENSG00000140474	11	3.5674975	3.373923	0.171739275292779	2641.52179327824
ENSG00000103544	11	2.8099327	2.133757	0.173565940135078	2669.61772521763
ENSG00000095485	11	3.526892	2.8531985	0.174961580759744	2691.08407366562
ENSG00000213930	11	2.7203674	2.3696415	0.180687794453859	2779.1589664948
ENSG00000225830	11	3.2462208	3.266071	0.183176935524385	2817.44444530057
ENSG00000126804	11	2.987648	2.6595666	0.18496779616014	2844.98967273911
ENSG00000166579	11	2.8882499	2.2963758	0.187889062217693	2889.92166597034
ENSG00000179909	11	3.1993704	2.4260373	0.192696937206737	2963.87159117682
ENSG00000147421	11	2.6608813	2.4064794	0.194132557191431	2985.9528621614
ENSG00000005844	11	3.0706677	2.5507066	0.197461778461932	3037.15961452298
ENSG00000159873	11	2.8701768	2.456301	0.198575789645117	3054.29422053154
ENSG00000169375	11	2.797687	2.1135614	0.199261706355634	3064.84430545601
ENSG00000186501	11	2.755365	2.5987735	0.200569665135166	3084.96201944398
ENSG00000092203	11	2.6241322	1.7744393	0.201888560262124	3105.24794539172
ENSG00000004897	11	2.6585884	2.290532	0.201974849359293	3106.57515799529
ENSG00000035141	11	2.9548337	2.2279792	0.203074637421978	3123.49099818744
ENSG00000008838	11	2.8830426	2.436046	0.207352630884169	3189.2908156294
ENSG00000256594	11	2.8665457	2.197079	0.209920661187627	3228.78968972689
ENSG00000160049	11	2.8008711	1.9783657	0.209956205463648	3229.33639623637
ENSG00000183431	11	2.8036475	2.061457	0.2102356932375	3233.63519768599
ENSG00000102401	11	2.8117712	2.4035006	0.212913604827795	3274.82415585631
ENSG00000179295	11	2.6802683	2.1619809	0.214340382071181	3296.76941663684
ENSG00000128595	11	2.8136508	2.2436142	0.214686120512177	3302.08721959779
ENSG00000137806	11	2.8348038	2.7471983	0.215125378015068	3308.84343924976
ENSG00000170545	11	2.7361825	2.6056905	0.222908718553185	3428.55900006653
